Nummer,Uitleg,Samenvatting,UniformeProductnaam,Grondslaglabel,Overheid,SoortProduct,Klant,Prompt1
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,milieuontheffing,provinciale milieuverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een milieuontheffing bij een Nederlandse provincie  op basis van provinciale milieuverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""844""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,monumentensubsidie,gemeentelijke subsidieverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een monumentensubsidie bij een Nederlandse provincie  op basis van gemeentelijke subsidieverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""845""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,monumentensubsidie,provinciale subsidieverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een monumentensubsidie bij een Nederlandse provincie  op basis van provinciale subsidieverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""846""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,nadeelcompensatie,Nederlandse Wetgeving,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een nadeelcompensatie bij een Nederlandse provincie  op basis van Nederlandse Wetgeving. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""847""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,natuurbeheer provinciale subsidie,provinciale subsidieverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een natuurbeheer provinciale subsidie bij een Nederlandse provincie  op basis van provinciale subsidieverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""848""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,natuurgebied vergunning,Artikel 2.7 Wet natuurbescherming,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een natuurgebied vergunning bij een Nederlandse provincie  op basis van Artikel 2.7 Wet natuurbescherming. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""849""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,objectvergunning,Artikel 2:10 Model Algemene plaatselijke verordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een objectvergunning bij een Nederlandse provincie  op basis van Artikel 2:10 Model Algemene plaatselijke verordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""850""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,objectvergunning,Artikel 3.2 modelkeur 2013,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een objectvergunning bij een Nederlandse provincie  op basis van Artikel 3.2 modelkeur 2013. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""851""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,objectvergunning,provinciale omgevingsverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een objectvergunning bij een Nederlandse provincie  op basis van provinciale omgevingsverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""852""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning,Artikel 2.2 Wet algemene bepalingen omgevingsrecht,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning bij een Nederlandse provincie  op basis van Artikel 2.2 Wet algemene bepalingen omgevingsrecht. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""853""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning bouw,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning bouw bij een Nederlandse provincie  op basis van Artikel 2.1 Wet algemene bepalingen omgevingsrecht. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""854""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning kap,Artikel 2.2 Wet algemene bepalingen omgevingsrecht,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning kap bij een Nederlandse provincie  op basis van Artikel 2.2 Wet algemene bepalingen omgevingsrecht. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""855""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning milieu,Artikel 2.1 Wet algemene bepalingen omgevingsrecht,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning milieu bij een Nederlandse provincie  op basis van Artikel 2.1 Wet algemene bepalingen omgevingsrecht. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""856""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning uitweg,Artikel 2:12 Model Algemene plaatselijke verordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning uitweg bij een Nederlandse provincie  op basis van Artikel 2:12 Model Algemene plaatselijke verordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""857""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,omgevingsvergunning uitweg,provinciale wegenverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een omgevingsvergunning uitweg bij een Nederlandse provincie  op basis van provinciale wegenverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""858""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,ontgronding,provinciale ontgrondingsverordening,een Nederlandse provincie,een aanvraag doen,bedrijf,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een bedrijf uit Nederland een aanvraag doen van een ontgronding bij een Nederlandse provincie  op basis van provinciale ontgrondingsverordening. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""859""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
